0,24
1,25
2,26
3,27
4,27
5,20
6,22
7,22
8,26
9,29
10,18
11,24
12,28
13,30
14,37
15,35
16,41
17,34
18,47
19,37
20,21
21,16
22,25
23,21
24,32
25,22
26,24
27,31
28,35
29,31
30,38
31,38
32,29
33,33
34,41
35,18
36,29
37,29
38,28
39,30
40,21
41,19
42,30
43,28
44,31
45,16
46,22
47,26
48,24
49,32
50,31
51,36
52,30
53,35
54,31
55,24
56,21
57,32
58,28
59,33
60,21
61,26
62,23
63,32
64,39
65,26
66,26
67,34
68,32
69,30
70,22
71,30
72,30
73,40
74,31
75,22
76,28
77,24
78,37
79,37
80,21
81,20
82,31
83,31
84,38
85,27
86,35
87,34
88,43
89,56
90,48
91,36
92,48
93,63
94,49
95,39
96,49
97,40
98,36
99,35
100,27
101,33
102,45
103,46
104,38
105,29
106,25
107,32
108,45
109,50
110,33
111,30
112,36
113,32
114,33
115,25
116,22
117,28
118,43
119,42
120,18
121,25
122,38
123,35
124,42
125,26
126,33
127,39
128,33
129,32
130,26
131,25
132,38
133,28
134,42
135,26
136,26
137,39
138,39
139,32
140,20
141,29
142,37
143,34
144,47
145,27
146,37
147,30
148,42
149,35
150,19
151,27
152,34
153,41
154,48
155,23
156,33
157,27
158,41
159,58
160,34
161,51
162,64
163,51
164,85
165,46
166,45
167,34
168,73
169,53
170,19
171,50
172,50
173,45
174,54
175,30
176,38
177,48
178,57
179,43
180,30
181,29
182,35
183,42
184,35
185,36
186,26
187,53
188,53
189,39
190,54
191,38
192,41
193,30
194,20
195,36
196,37
197,28
198,35
199,47
200,39
201,25
202,32
203,33
204,29
205,34
206,34
207,52
208,45
209,42
210,59
211,70
212,61
213,58
214,50
215,45
216,43
217,332
218,34
219,42
220,31
221,47
222,42
223,19
224,45
225,48
226,50
227,49
228,53
229,47
230,59
231,47
232,58
233,44
234,33
235,44
236,39
237,61
238,40
239,51
240,43
241,42
242,43
243,25
244,26
245,43
246,51
247,63
248,20
249,32
250,43
251,60
252,59
253,56
254,72
255,78
256,85
257,96
258,78
259,56
260,43
261,88
262,64
263,54
264,41
265,33
266,45
267,71
268,54
269,50
270,35
271,56
272,56
273,39
274,56
275,45
276,66
277,54
278,38
279,57
280,57
281,42
282,56
283,40
284,40
285,39
286,41
287,74
288,49
289,48
290,40
291,38
292,67
293,42
294,44
295,83
296,104
297,101
298,39
299,38
300,79
301,71
302,108
303,35
304,49
305,53
306,70
307,52
308,45
309,42
310,42
311,63
312,50
313,51
314,48
315,51
316,52
317,52
318,47
319,50
320,34
321,57
322,55
323,51
324,41
325,79
326,87
327,92
328,62
329,110
330,96
331,71
332,68
333,61
334,65
335,55
336,56
337,83
338,60
339,49
340,61
341,56
342,54
343,59
344,48
345,40
346,55
347,79
348,30
349,50
350,74
351,75
352,67
353,58
354,45
355,58
356,54
357,96
358,49
359,103
360,99
361,115
362,105
363,47
364,49
365,75
366,103
367,101
368,39
369,55
370,78
371,77
372,61
373,30
374,71
375,56
376,79
377,82
378,52
379,71
380,63
381,53
382,69
383,45
384,83
385,108
386,86
387,114
388,77
389,108
390,83
391,67
392,90
393,65
394,39
395,68
396,98
397,74
398,54
399,49
400,49
401,74
402,58
403,92
404,75
405,59
406,67
407,61
408,83
409,88
410,98
411,109
412,40
413,71
414,69
415,116
416,103
417,23
418,42
419,61
420,79
421,98
422,68
423,67
424,46
425,75
426,75
427,73
428,48
429,70
430,71
431,97
432,27
433,55
434,78
435,73
436,107
437,72
438,106
439,68
440,99
441,136
442,78
443,34
444,83
445,74
446,73
447,59
448,47
449,45
450,96
451,84
452,49
453,42
454,46
455,79
456,107
457,39
458,38
459,105
460,109
461,119
462,79
463,54
464,83
465,125
466,146
467,67
468,65
469,66
470,57
471,78
472,63
473,39
474,59
475,81
476,98
477,54
478,44
479,68
480,59
481,113
482,50
483,98
484,120
485,108
486,107
487,54
488,78
489,108
490,76
491,69
492,66
493,69
494,79
495,76
496,75
497,77
498,72
499,60
500,57
501,93
502,68
503,45
504,92
505,101
506,138
507,35
508,78
509,112
510,78
511,159
512,37
513,66
514,48
515,80
516,112
517,52
518,68
519,89
520,67
521,66
522,56
523,72
524,58
525,74
526,122
527,110
528,84
529,64
530,141
531,141
532,39
533,93
534,49
535,85
536,105
537,61
538,49
539,96
540,86
541,26
542,47
543,68
544,103
545,63
546,55
547,113
548,121
549,43
550,40
551,101
552,99
553,36
554,386
555,89
556,84
557,83
558,62
559,69
560,66
561,65
562,99
563,32
564,82
565,84
566,102
567,170
568,102
569,57
570,148
571,105
572,164
573,62
574,49
575,93
576,85
577,131
578,32
579,77
580,68
581,117
582,104
583,59
584,112
585,107
586,149
587,30
588,91
589,130
590,83
591,27
592,67
593,67
594,103
595,60
596,53
597,55
598,107
599,71
600,441
601,104
602,103
603,70
604,71
605,107
606,77
607,34
608,59
609,87
610,114
611,41
612,41
613,88
614,95
615,29
616,57
617,89
618,425
619,135
620,48
621,129
622,115
623,158
624,146
625,92
626,49
627,86
628,83
629,137
630,90
631,89
632,84
633,73
634,99
635,66
636,107
637,129
638,167
639,141
640,81
641,112
642,96
643,74
644,107
645,41
646,80
647,53
648,121
649,108
650,55
651,58
652,58
653,135
654,157
655,92
656,140
657,68
658,158
659,135
660,63
661,64
662,126
663,125
664,89
665,72
666,100
667,92
668,96
669,104
670,122
671,131
672,126
673,154
674,129
675,106
676,98
677,62
678,94
679,112
680,30
681,101
682,101
683,77
684,105
685,73
686,113
687,140
688,134
689,124
690,101
691,53
692,115
693,114
694,110
695,89
696,44
697,90
698,87
699,128
700,75
701,47
702,128
703,136
704,142
705,67
706,65
707,136
708,181
709,181
710,45
711,45
712,80
713,111
714,148
715,111
716,94
717,75
718,157
719,160
720,139
721,142
722,109
723,157
724,116
725,96
726,94
727,101
728,95
729,91
730,90
731,116
732,85
733,118
734,134
735,132
736,135
737,136
738,102
739,155
740,75
741,105
742,99
743,99
744,93
745,90
746,89
747,122
748,114
749,132
750,107
751,92
752,97
753,86
754,446
755,73
756,113
757,76
758,105
759,101
760,101
761,111
762,161
763,145
764,96
765,165
766,109
767,219
768,121
769,77
770,128
771,73
772,106
773,158
774,63
775,67
776,88
777,174
778,216
779,153
780,153
781,69
782,111
783,169
784,101
785,103
786,102
787,114
788,104
789,121
790,93
791,163
792,174
793,156
794,132
795,118
796,84
797,131
798,109
799,120
800,96
801,128
802,115
803,77
804,139
805,121
806,145
807,143
808,123
809,168
810,116
811,90
812,132
813,70
814,96
815,132
816,36
817,127
818,127
819,153
820,159
821,145
822,125
823,99
824,97
825,204
826,38
827,74
828,144
829,125
830,160
831,57
832,104
833,176
834,185
835,192
836,111
837,162
838,101
839,97
840,161
841,94
842,57
843,142
844,121
845,122
846,125
847,128
848,131
849,137
850,208
851,65
852,156
853,145
854,142
855,110
856,51
857,122
858,127
859,125
860,109
861,73
862,159
863,160
864,179
865,157
866,47
867,104
868,145
869,192
870,110
871,68
872,108
873,148
874,113
875,128
876,113
877,156
878,135
879,220
880,145
881,116
882,128
883,94
884,88
885,153
886,78
887,85
888,148
889,117
890,166
891,137
892,172
893,158
894,134
895,123
896,110
897,97
898,135
899,107
900,106
901,139
902,130
903,168
904,155
905,157
906,130
907,115
908,112
909,89
910,129
911,68
912,107
913,165
914,147
915,151
916,169
917,63
918,188
919,127
920,187
921,111
922,100
923,74
924,156
925,133
926,83
927,165
928,108
929,184
930,188
931,37
932,122
933,158
934,135
935,132
936,81
937,111
938,92
939,115
940,226
941,78
942,168
943,173
944,98
945,196
946,98
947,54
948,149
949,112
950,150
951,120
952,160
953,137
954,178
955,162
956,36
957,77
958,146
959,191
960,154
961,78
962,77
963,153
964,178
965,152
966,146
967,153
968,78
969,173
970,148
971,34
972,139
973,130
974,131
975,163
976,160
977,75
978,149
979,207
980,211
981,130
982,75
983,137
984,135
985,118
986,95
987,142
988,183
989,171
990,175
991,146
992,139
993,133
994,94
995,143
996,111
997,114
998,112
999,109
1000,162
1001,152
1002,154
1003,156
1004,138
1005,131
1006,100
1007,145
1008,116
1009,121
1010,116
1011,177
1012,181
1013,166
1014,81
1015,186
1016,141
1017,123
1018,122
1019,114
1020,116
1021,143
1022,157
1023,156
1024,162
1025,167
1026,141
1027,127
1028,131
1029,122
1030,113
1031,125
1032,161
1033,134
1034,176
1035,167
1036,106
1037,100
1038,202
1039,121
1040,78
1041,147
1042,126
1043,150
1044,119
1045,193
1046,180
1047,172
1048,140
1049,114
1050,115
1051,124
1052,102
1053,153
1054,154
1055,158
1056,167
1057,139
1058,181
1059,135
1060,136
1061,143
1062,128
1063,147
1064,130
1065,159
1066,150
1067,173
1068,163
1069,176
1070,143
1071,135
1072,131
1073,127
1074,120
1075,123
1076,153
1077,126
1078,174
1079,175
1080,100
1081,204
1082,163
1083,131
1084,127
1085,115
1086,102
1087,100
1088,174
1089,108
1090,156
1091,212
1092,133
1093,193
1094,40
1095,168
1096,167
1097,161
1098,170
1099,106
1100,200
1101,223
1102,200
1103,191
1104,66
1105,118
1106,226
1107,104
1108,224
1109,120
1110,95
1111,164
1112,210
1113,194
1114,39
1115,85
1116,221
1117,185
1118,181
1119,86
1120,84
1121,101
1122,236
1123,239
1124,110
1125,198
1126,201
1127,141
1128,142
1129,146
1130,93
1131,116
1132,215
1133,217
1134,173
1135,75
1136,138
1137,209
1138,158
1139,59
1140,59
1141,152
1142,221
1143,211
1144,42
1145,92
1146,161
1147,220
1148,263
1149,130
1150,130
1151,122
1152,146
1153,219
1154,75
1155,143
1156,229
1157,230
1158,142
1159,59
1160,104
1161,211
1162,220
1163,183
1164,193
1165,187
1166,125
1167,181
1168,136
1169,120
1170,107
1171,157
1172,162
1173,174
1174,179
1175,172
1176,177
1177,150
1178,115
1179,113
1180,193
1181,167
1182,178
1183,146
1184,195
1185,233
1186,162
1187,139
1188,126
1189,129
1190,148
1191,167
1192,188
1193,92
1194,232
1195,224
1196,214
1197,149
1198,134
1199,114
1200,188
1201,181
1202,189
1203,191
1204,194
1205,164
1206,153
1207,148
1208,113
1209,182
1210,177
1211,184
1212,180
1213,150
1214,211
1215,148
1216,142
1217,142
1218,147
1219,150
1220,232
1221,195
1222,200
1223,148
1224,196
1225,122
1226,181
1227,141
1228,104
1229,184
1230,192
1231,256
1232,193
1233,157
1234,114
1235,173
1236,115
1237,171
1238,142
1239,158
1240,158
1241,155
1242,278
1243,159
1244,94
1245,164
1246,114
1247,215
1248,183
1249,182
1250,165
1251,216
1252,165
1253,128
1254,123
1255,195
1256,151
1257,212
1258,189
1259,173
1260,135
1261,233
1262,148
1263,142
1264,139
1265,169
1266,179
1267,180
1268,158
1269,131
1270,229
1271,120
1272,178
1273,138
1274,135
1275,131
1276,211
1277,256
1278,41
1279,138
1280,236
1281,167
1282,173
1283,174
1284,183
1285,190
1286,201
1287,190
1288,161
1289,164
1290,156
1291,125
1292,163
1293,89
1294,101
1295,205
1296,266
1297,235
1298,73
1299,191
1300,96
1301,212
1302,202
1303,152
1304,105
1305,174
1306,277
1307,252
1308,108
1309,109
1310,98
1311,220
1312,275
1313,169
1314,167
1315,173
1316,242
1317,200
1318,67
1319,120
1320,174
1321,253
1322,179
1323,186
1324,82
1325,198
1326,190
1327,281
